participant,Neptun,Computer_task,thanks,Challengescenario,Failurescenario,Criticismscenario,IQ1,IQ2,FMS1,FMS2,FMS3,FMS4,CrMS1,CrMS2,CrMS3,CrMS4,ChMS1,ChMS2,ChMS3,ChMS4,Ego1,Ego2,Ego3,Ego4,Ego5,Ego6,Ego7,Ego8,Ego9,Ego10,Ego11,university,gender,age,father,mother,feedback,thanks2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.1f2a0b98-5827-43ee-985a-3aabe3f4b289.txt,6928,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8237,2020-04-05-10-19,"",""
s.4177203e-6011-4579-99ce-b12fb8fc402e.txt,17760,"",3858,19326,15167,17659,3457,3784,3694,6154,2628,5120,7010,3723,3236,2269,3020,2650,4725,2257,2453,3364,3481,3226,2291,2662,4540,3858,3522,3369,2737,4834,2393,4554,2475,1444,3181,3556,3338204,2020-03-23-14-26,2020-03-23-14-41,15
s.e09a72dc-1d99-4518-a272-cb18621cbdef.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37896,2020-03-24-10-37,"",""
s.4175073c-1459-4219-8d43-4e1eebad82cc.txt,25070,"",5165,14371,22763,13952,8050,11323,4585,4255,6688,6644,4312,6564,6235,5184,4316,5598,7932,8654,4814,5368,7358,4959,3947,6368,4526,7287,7129,4387,3994,5269,3693,6253,3991,3757,4082,4137,20862,2020-03-26-14-14,2020-03-26-14-29,15
s.927c3985-bac4-4fbb-8e7c-0ae7f5c470a8.txt,19799,"",5991,6037,7340,19864,7473,6142,1431,3058,5691,3503,4468,3766,4789,1706,4713,3452,4112,6805,1778,3973,2141,4917,5111,3209,4202,6683,2876,1773,3093,6598,3162,4902,5491,2247,3651,3917,25268,2020-04-02-10-11,2020-04-02-10-27,16
s.4e191d95-a3a2-4d98-b549-cceb30091ec1.txt,15389,"",3593,30400,20856,12192,6141,4779,3318,4839,2705,4600,2736,5308,4153,8142,3050,10463,3609,9300,3493,5322,5100,2817,5097,5199,5824,4916,2897,3816,4133,4088,2358,3294,2604,1231,13681,5295,20273,2020-04-04-07-56,2020-04-04-08-11,15
s.9289df8b-faab-4e58-aba1-a467f78f81a9.txt,9495,"",4018,16350,11958,15136,9766,6814,5556,3335,4620,5449,4721,3260,6222,3575,3512,3297,4910,5725,3781,3689,5219,3325,4278,3222,3553,3747,3101,5453,3174,14123,2793,3895,8280,1906,73994,4592,18470,2020-04-02-10-08,2020-04-02-10-24,16
s.26a9358a-8d5a-492c-b486-be19aa0c843c.txt,5874,"",5315,27384,"","","","",4687,"","","","","","","","","","","","",6081,"","","","","","","","","","","","","","","","",573638,2020-03-24-11-01,"",""
s.d5517b08-3eab-47d6-a080-171fad5be45c.txt,17332,"",3950,39242,10170,25768,5369,6002,7126,4509,6913,5740,5068,4886,4128,3680,8048,8754,8108,13851,5616,8113,5539,3651,5665,2494,3584,3948,5483,5299,4573,26538,2650,3494,11468,1678,8780,3968,42356,2020-04-05-20-30,2020-04-05-20-49,19
s.d403463c-39a4-461c-aa5a-0c0a3be2e6f8.txt,18137,"",4243,11803,25256,18294,6620,7422,6274,4899,7311,5694,5678,9149,4659,8333,6325,5030,5874,6024,4605,5830,4873,4927,6298,5089,5367,6852,3757,10243,4902,7483,3609,6304,4414,4225,4814,7618,38508,2020-03-25-11-30,2020-03-25-11-47,17
s.7eb94a13-f34f-4cfb-a6db-add1a7dbff26.txt,10901,"",2492,9093,12997,19330,11231,23280,6594,8135,5811,5145,10734,6705,4089,25530,7405,3757,7103,4498,5917,10453,9104,4410,11879,7663,6992,5065,3630,6101,5907,6431,2322,4837,2822,3828,2154,1902,11229,2020-04-02-21-35,2020-04-02-21-50,15
s.051a12ac-8793-48b2-885e-43b6b7d6476c.txt,8830,"",3759,4446,18026,10662,7098,3388,3184,4255,6169,9308,4615,2664,2989,6203,3541,6392,5044,3357,3872,3447,4234,6281,3154,5959,5059,3438,7782,5341,3202,11298,1917,10453,3576,1616,2990,4703,954764,2020-04-02-20-25,2020-04-02-20-39,14
s.bd2be3f3-9de4-4c65-83d0-18e51597da18.txt,7274,"",2307,3772,5543,8863,1571,1507,2502,1694,1585,5346,3174,1661,1626,1457,1831,2814,2238,4556,4000,4812,1234,3092,2272,1495,2958,2827,4112,3089,1945,3811,2573,4262,2435,2661,3915,1149,9730,2020-04-02-10-34,2020-04-02-10-52,18
s.a2c90cd3-c812-4740-a8a2-bd7ad0ffc062.txt,13408,"",4063,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10520,2020-04-05-14-27,"",""
s.3dedff8a-05c5-44c2-a9c7-4affd86bcc09.txt,16522,"",2743,21212,11326,20246,5713,9307,6305,3424,4066,4908,3329,3210,3670,5942,2894,3024,3987,4592,3018,5367,3306,3006,17007,3346,4027,3315,2537,3875,3900,6119,2870,4131,3416,2168,2537,2027,13791,2020-04-03-22-02,2020-04-03-22-20,18
s.276c771b-394e-4642-b681-45b608bbf12d.txt,8103,"",3952,9327,35310,20783,4640,4334,5244,2520,3856,12021,3611,2590,2630,4188,3311,2325,3157,3950,2188,3495,7011,3319,2355,3963,4390,2208,5918,4529,2313,6236,2180,3506,2252,4474,4959,5667,18695,2020-03-23-14-00,2020-03-23-14-21,21
s.da640694-6ed7-440e-b9aa-9dc7c2c6d2ea.txt,20361,"",4206,14498,19805,21432,5472,5312,3909,5404,12123,6968,7320,4534,5611,9192,5503,2629,4016,3870,4244,3905,6084,5520,3635,3796,8063,3235,6236,3619,9867,5916,3431,6464,3945,3300,3918,3860,25827,2020-04-06-18-49,2020-04-06-19-05,16
s.15f5667c-0bdc-40bb-91de-7a3866ec1f8f.txt,8315,"",3988,22923,17085,12675,6444,4917,3136,3770,3617,3823,2873,5404,6810,7772,5629,3130,4389,3245,4719,5854,13665,3250,3965,7757,11670,4298,3497,4498,3014,13940,2667,4140,3591,2262,5516,3088,21460,2020-04-02-10-07,2020-04-02-10-23,16
s.f6322eef-464d-479e-ad90-79d62aef54f1.txt,8711,"",6123,21792,18631,31123,15052,8081,6212,6476,7204,6662,5140,10224,10460,6062,7927,5908,25060,8919,9710,6531,9122,9630,7289,8483,11473,5631,5351,13663,10805,9722,4604,3925,5753,5785,8783,10906,22488,2020-04-02-12-52,2020-04-02-13-11,19
s.57119f7e-e245-4520-b5cd-c00868a97916.txt,18257,"",5786,15678,16214,20192,7917,9843,4641,12388,9509,11363,4585,9465,4274,5797,4329,4646,7210,6528,7399,5077,4635,5170,5086,4719,10792,5150,7479,8803,6104,8069,3845,7126,4799,5726,4432,5220,23668,2020-04-02-10-57,2020-04-02-11-12,15
s.eec174b4-5a57-4aaa-b557-130845bb73f7.txt,19637,"",5058,29612,26537,17329,5675,3831,3536,4893,4352,4218,4821,5036,3704,3040,6109,5682,5845,3208,3361,4938,5107,4114,5458,2919,6391,3814,3902,4303,4892,16104,2247,4379,6210,2259,2476,3974,51541,2020-04-02-14-38,2020-04-02-14-56,18
s.f2440343-6a83-42a9-8284-b5f6fafb1aae.txt,20045,"",4854,18695,22362,18006,7124,13488,12827,3781,8840,6593,4171,3665,13896,4768,4818,3564,7952,5265,9974,4732,10468,3283,3161,8006,4939,4725,4167,6064,7754,33260,5018,4794,4149,3246,3816,5700,22154,2020-04-03-11-13,2020-04-03-11-34,21
s.6279be1e-3840-48ca-a4ad-6bcbd8797d53.txt,141385,"",4162,8167,17774,128389,7629,76354,5523,5063,10381,78072,4291,3325,27692,6558,13999,58363,6294,6412,12018,5884,84111,4895,9986,38616,50317,5201,4855,25426,12979,9995,9425,9502,3801,3118,2167,1769,16376,2020-04-02-17-13,2020-04-02-17-42,29
s.e0522e52-6e73-4e00-967c-872efda8da5c.txt,22155,"",4433,37123,15510,29143,7354,11302,6703,6938,10253,5158,6384,6109,9683,14935,4842,3504,21567,12440,7197,4631,22801,7453,5062,7619,8846,12032,4024,5603,5736,4920,3419,16649,3198,8023,6290,3420,55424,2020-04-02-17-45,2020-04-02-18-06,21
s.a60620da-82dc-4815-93af-a7caf9c382f9.txt,8955,"",3660,17678,20992,16804,8811,5838,6089,5989,10384,5553,10858,6049,13460,5312,5546,18941,7098,4800,5982,6581,9781,5375,5224,10038,9013,6082,9882,6637,7886,5708,3415,4333,8249,5525,20250,10716,12877,2020-03-23-13-42,2020-03-23-14-01,19
s.82ca7847-90f0-49d1-a20b-5b864a9b6cff.txt,10053,"",2877,40640,22794,23286,8052,5747,6034,7181,6573,7654,8050,6363,7924,14629,5924,7347,5095,8543,6182,6325,6053,4414,4497,5134,5233,4614,7031,7346,8002,6073,4067,4540,4275,3011,25987,7578,741257,2020-03-24-11-35,2020-03-24-11-53,18
s.a15e50e6-1634-4cdb-8664-02d005d46389.txt,9084,"",3260,35303,15730,13873,6510,2889,2865,3268,3316,2554,3797,4286,5861,4212,3021,3847,6974,2784,2758,3110,8377,2617,2285,3224,5550,2552,5434,4091,3136,6146,2819,6465,3637,2951,2069,2978,31357,2020-04-02-10-26,2020-04-02-10-42,16
s.0e19a47f-e362-428f-9f8e-7d4c70c71f16.txt,5465,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7314,2020-03-24-10-38,"",""
s.3e2687ab-a924-454e-9464-555332397189.txt,17807,"",4850,13098,21649,23222,7621,6171,10910,4695,15956,6342,6057,7170,6342,6992,5902,3742,6738,4186,6237,6139,7683,6401,5949,4164,7055,14007,7696,5353,5021,18174,2946,10838,4537,3311,4686,6964,24788,2020-03-25-19-34,2020-03-25-19-50,16
s.783df499-3fcf-4ee3-b731-d436cc61dc7a.txt,7512,"",3588,14121,20101,23013,10317,8293,5396,6504,6322,11766,6949,6877,5200,6540,5536,7605,10441,7635,5388,5129,7624,9669,4187,8502,8221,6367,4265,9577,8592,7706,3851,13619,10346,3736,5073,8988,7770,2020-04-02-11-30,2020-04-02-11-49,19
s.5fded059-eb16-4b0e-ae4e-9369a4667d0a.txt,8102,"",4408,16961,16769,12730,7270,7557,5552,4267,6452,5724,7091,4197,4622,12551,3350,4066,6904,6431,4963,4083,4865,3198,3859,5129,5700,5294,3898,4209,4285,5484,2961,7940,3840,2769,6361,2023,34111,2020-04-02-13-35,2020-04-02-13-51,16
s.de3ecdf2-7814-47ae-8488-6719be1aa486.txt,6523,"",30881,4786,6088,20562,2215,6563,6403,5255,5436,6357,3433,3017,4132,6076,1787,5321,3386,3967,7052,5855,2773,3479,4398,10818,25141,3801,5986,2974,2250,6998,3146,5397,4811,2344,1983,2502,6744,2020-04-03-14-57,2020-04-03-15-13,16
